Time,Original,Capacity
2024-09-07 00:00:00,13.35,100
2024-09-07 00:15:00,13.98,100
2024-09-07 00:30:00,12.36,100
2024-09-07 00:45:00,11.17,100
2024-09-07 01:00:00,10.21,100
2024-09-07 01:15:00,9.22,100
2024-09-07 01:30:00,8.09,100
2024-09-07 01:45:00,7.97,100
2024-09-07 02:00:00,6.9,100
2024-09-07 02:15:00,5.53,100
2024-09-07 02:30:00,5.89,100
2024-09-07 02:45:00,5.97,100
2024-09-07 03:00:00,5.28,100
2024-09-07 03:15:00,5.74,100
2024-09-07 03:30:00,4.73,100
2024-09-07 03:45:00,4.03,100
2024-09-07 04:00:00,3.77,100
2024-09-07 04:15:00,3.66,100
2024-09-07 04:30:00,3.45,100
2024-09-07 04:45:00,3.3,100
2024-09-07 05:00:00,3.73,100
2024-09-07 05:15:00,3.82,100
2024-09-07 05:30:00,3.78,100
2024-09-07 05:45:00,3.35,100
2024-09-07 06:00:00,3.87,100
2024-09-07 06:15:00,4.07,100
2024-09-07 06:30:00,3.6,100
2024-09-07 06:45:00,3.3,100
2024-09-07 07:00:00,3.9,100
2024-09-07 07:15:00,3.8,100
2024-09-07 07:30:00,3.78,100
2024-09-07 07:45:00,4.3,100
2024-09-07 08:00:00,4.65,100
2024-09-07 08:15:00,5.94,100
2024-09-07 08:30:00,5.9,100
2024-09-07 08:45:00,6.32,100
2024-09-07 09:00:00,6.01,100
2024-09-07 09:15:00,7.58,100
2024-09-07 09:30:00,7.11,100
2024-09-07 09:45:00,7.61,100
2024-09-07 10:00:00,7.57,100
2024-09-07 10:15:00,7.86,100
2024-09-07 10:30:00,7.85,100
2024-09-07 10:45:00,7.79,100
2024-09-07 11:00:00,8.05,100
2024-09-07 11:15:00,8.66,100
2024-09-07 11:30:00,8.09,100
2024-09-07 11:45:00,9.69,100
2024-09-07 12:00:00,8.49,100
2024-09-07 12:15:00,11.32,100
2024-09-07 12:30:00,9.59,100
2024-09-07 12:45:00,10.42,100
2024-09-07 13:00:00,10.83,100
2024-09-07 13:15:00,10.45,100
2024-09-07 13:30:00,11.25,100
2024-09-07 13:45:00,10.67,100
2024-09-07 14:00:00,11.79,100
2024-09-07 14:15:00,12.05,100
2024-09-07 14:30:00,11.61,100
2024-09-07 14:45:00,12.27,100
2024-09-07 15:00:00,12.73,100
2024-09-07 15:15:00,11.68,100
2024-09-07 15:30:00,11.82,100
2024-09-07 15:45:00,12.67,100
2024-09-07 16:00:00,11.93,100
2024-09-07 16:15:00,11.63,100
2024-09-07 16:30:00,12.98,100
2024-09-07 16:45:00,12.27,100
2024-09-07 17:00:00,12.4,100
2024-09-07 17:15:00,11.64,100
2024-09-07 17:30:00,10.89,100
2024-09-07 17:45:00,11.12,100
2024-09-07 18:00:00,11.28,100
2024-09-07 18:15:00,11.66,100
2024-09-07 18:30:00,11.6,100
2024-09-07 18:45:00,10.54,100
2024-09-07 19:00:00,10.59,100
2024-09-07 19:15:00,11.31,100
2024-09-07 19:30:00,11.09,100
2024-09-07 19:45:00,11.48,100
2024-09-07 20:00:00,13.57,100
2024-09-07 20:15:00,11.43,100
2024-09-07 20:30:00,10.45,100
2024-09-07 20:45:00,11.37,100
2024-09-07 21:00:00,12.24,100
2024-09-07 21:15:00,12.94,100
2024-09-07 21:30:00,13.95,100
2024-09-07 21:45:00,13.79,100
2024-09-07 22:00:00,14.6,100
2024-09-07 22:15:00,15.2,100
2024-09-07 22:30:00,15.31,100
2024-09-07 22:45:00,15.13,100
2024-09-07 23:00:00,13.67,100
2024-09-07 23:15:00,14.8,100
2024-09-07 23:30:00,14.55,100
2024-09-07 23:45:00,14.55,100
2024-09-08 00:00:00,12.92,100
2024-09-08 00:15:00,13.32,100
2024-09-08 00:30:00,12.53,100
2024-09-08 00:45:00,10.75,100
2024-09-08 01:00:00,10.67,100
2024-09-08 01:15:00,9.33,100
2024-09-08 01:30:00,7.95,100
2024-09-08 01:45:00,6.9,100
2024-09-08 02:00:00,6.55,100
2024-09-08 02:15:00,6.43,100
2024-09-08 02:30:00,5.83,100
2024-09-08 02:45:00,5.61,100
2024-09-08 03:00:00,5.59,100
2024-09-08 03:15:00,4.67,100
2024-09-08 03:30:00,4.31,100
2024-09-08 03:45:00,4.22,100
2024-09-08 04:00:00,3.89,100
2024-09-08 04:15:00,3.72,100
2024-09-08 04:30:00,3.74,100
2024-09-08 04:45:00,3.57,100
2024-09-08 05:00:00,3.11,100
2024-09-08 05:15:00,3.12,100
2024-09-08 05:30:00,3.45,100
2024-09-08 05:45:00,2.81,100
2024-09-08 06:00:00,3.11,100
2024-09-08 06:15:00,3.21,100
2024-09-08 06:30:00,3.05,100
2024-09-08 06:45:00,2.84,100
2024-09-08 07:00:00,2.63,100
2024-09-08 07:15:00,3.24,100
2024-09-08 07:30:00,3.16,100
2024-09-08 07:45:00,3.8,100
2024-09-08 08:00:00,7.42,100
2024-09-08 08:15:00,4.6,100
2024-09-08 08:30:00,4.65,100
2024-09-08 08:45:00,4.96,100
2024-09-08 09:00:00,5.52,100
2024-09-08 09:15:00,7.38,100
2024-09-08 09:30:00,7.69,100
2024-09-08 09:45:00,8.13,100
2024-09-08 10:00:00,7.23,100
2024-09-08 10:15:00,7.52,100
2024-09-08 10:30:00,8.33,100
2024-09-08 10:45:00,8.48,100
2024-09-08 11:00:00,9.53,100
2024-09-08 11:15:00,9.44,100
2024-09-08 11:30:00,9.54,100
2024-09-08 11:45:00,10.97,100
2024-09-08 12:00:00,10.34,100
2024-09-08 12:15:00,10.18,100
2024-09-08 12:30:00,10.76,100
2024-09-08 12:45:00,10.95,100
2024-09-08 13:00:00,10.51,100
2024-09-08 13:15:00,10.79,100
2024-09-08 13:30:00,10.83,100
2024-09-08 13:45:00,10.9,100
2024-09-08 14:00:00,14.04,100
2024-09-08 14:15:00,14.57,100
2024-09-08 14:30:00,14.25,100
2024-09-08 14:45:00,13.97,100
2024-09-08 15:00:00,15.44,100
2024-09-08 15:15:00,15.87,100
2024-09-08 15:30:00,16.52,100
2024-09-08 15:45:00,16.13,100
2024-09-08 16:00:00,15.46,100
2024-09-08 16:15:00,18.27,100
2024-09-08 16:30:00,16.85,100
2024-09-08 16:45:00,15.74,100
2024-09-08 17:00:00,16.26,100
2024-09-08 17:15:00,16.63,100
2024-09-08 17:30:00,16.21,100
2024-09-08 17:45:00,15.82,100
2024-09-08 18:00:00,16.78,100
2024-09-08 18:15:00,15.71,100
2024-09-08 18:30:00,15.36,100
2024-09-08 18:45:00,16.31,100
2024-09-08 19:00:00,17.84,100
2024-09-08 19:15:00,17.34,100
2024-09-08 19:30:00,16.9,100
2024-09-08 19:45:00,15.79,100
2024-09-08 20:00:00,15.77,100
2024-09-08 20:15:00,15.98,100
2024-09-08 20:30:00,16.59,100
2024-09-08 20:45:00,17.7,100
2024-09-08 21:00:00,18.44,100
2024-09-08 21:15:00,18.99,100
2024-09-08 21:30:00,19,100
2024-09-08 21:45:00,19.63,100
2024-09-08 22:00:00,19.98,100
2024-09-08 22:15:00,20.71,100
2024-09-08 22:30:00,19.56,100
2024-09-08 22:45:00,19.92,100
2024-09-08 23:00:00,20.27,100
2024-09-08 23:15:00,20.48,100
2024-09-08 23:30:00,18.13,100
2024-09-08 23:45:00,17.16,100
2024-09-09 00:00:00,15.43,100
2024-09-09 00:15:00,13.79,100
2024-09-09 00:30:00,11.91,100
2024-09-09 00:45:00,10.69,100
2024-09-09 01:00:00,10.26,100
2024-09-09 01:15:00,9.62,100
2024-09-09 01:30:00,7.73,100
2024-09-09 01:45:00,7.13,100
2024-09-09 02:00:00,6.52,100
2024-09-09 02:15:00,5.93,100
2024-09-09 02:30:00,5.1,100
2024-09-09 02:45:00,5.35,100
2024-09-09 03:00:00,5.36,100
2024-09-09 03:15:00,4.58,100
2024-09-09 03:30:00,3.84,100
2024-09-09 03:45:00,3.31,100
2024-09-09 04:00:00,3.73,100
2024-09-09 04:15:00,2.79,100
2024-09-09 04:30:00,2.91,100
2024-09-09 04:45:00,3.49,100
2024-09-09 05:00:00,3.07,100
2024-09-09 05:15:00,3.22,100
2024-09-09 05:30:00,3.07,100
2024-09-09 05:45:00,2.96,100
2024-09-09 06:00:00,2.96,100
2024-09-09 06:15:00,2.91,100
2024-09-09 06:30:00,3.97,100
2024-09-09 06:45:00,3.77,100
2024-09-09 07:00:00,3.63,100
2024-09-09 07:15:00,4.19,100
2024-09-09 07:30:00,4.37,100
2024-09-09 07:45:00,5.6,100
2024-09-09 08:00:00,5.65,100
2024-09-09 08:15:00,5.85,100
2024-09-09 08:30:00,5.67,100
2024-09-09 08:45:00,6.04,100
2024-09-09 09:00:00,6.5,100
2024-09-09 09:15:00,7.8,100
2024-09-09 09:30:00,8.26,100
2024-09-09 09:45:00,8.43,100
2024-09-09 10:00:00,8.07,100
2024-09-09 10:15:00,8.01,100
2024-09-09 10:30:00,8.84,100
2024-09-09 10:45:00,8.63,100
2024-09-09 11:00:00,9.38,100
2024-09-09 11:15:00,9.78,100
2024-09-09 11:30:00,8.6,100
2024-09-09 11:45:00,8.34,100
2024-09-09 12:00:00,8.66,100
2024-09-09 12:15:00,9.2,100
2024-09-09 12:30:00,9.14,100
2024-09-09 12:45:00,10.03,100
2024-09-09 13:00:00,9.75,100
2024-09-09 13:15:00,11.32,100
2024-09-09 13:30:00,10.92,100
2024-09-09 13:45:00,10.22,100
2024-09-09 14:00:00,10.85,100
2024-09-09 14:15:00,10.62,100
2024-09-09 14:30:00,10.92,100
2024-09-09 14:45:00,11.39,100
2024-09-09 15:00:00,12.88,100
2024-09-09 15:15:00,11.06,100
2024-09-09 15:30:00,10.79,100
2024-09-09 15:45:00,11.59,100
2024-09-09 16:00:00,10.72,100
2024-09-09 16:15:00,10.94,100
2024-09-09 16:30:00,10.32,100
2024-09-09 16:45:00,11.21,100
2024-09-09 17:00:00,12.06,100
2024-09-09 17:15:00,11.58,100
2024-09-09 17:30:00,9.54,100
2024-09-09 17:45:00,10.83,100
2024-09-09 18:00:00,10.46,100
2024-09-09 18:15:00,10.06,100
2024-09-09 18:30:00,10.07,100
2024-09-09 18:45:00,11.26,100
2024-09-09 19:00:00,10.11,100
2024-09-09 19:15:00,11.32,100
2024-09-09 19:30:00,11.38,100
2024-09-09 19:45:00,12.23,100
2024-09-09 20:00:00,13.44,100
2024-09-09 20:15:00,12.98,100
2024-09-09 20:30:00,14.65,100
2024-09-09 20:45:00,14.8,100
2024-09-09 21:00:00,16.47,100
2024-09-09 21:15:00,16.15,100
2024-09-09 21:30:00,16.89,100
2024-09-09 21:45:00,19.31,100
2024-09-09 22:00:00,20.63,100
2024-09-09 22:15:00,20.08,100
2024-09-09 22:30:00,20.18,100
2024-09-09 22:45:00,19.82,100
2024-09-09 23:00:00,18.93,100
2024-09-09 23:15:00,17.8,100
2024-09-09 23:30:00,17.05,100
2024-09-09 23:45:00,15.65,100
2024-09-10 00:00:00,14.88,100
2024-09-10 00:15:00,14.2,100
2024-09-10 00:30:00,12.15,100
2024-09-10 00:45:00,11.81,100
2024-09-10 01:00:00,9.96,100
2024-09-10 01:15:00,8.87,100
2024-09-10 01:30:00,8.1,100
2024-09-10 01:45:00,7.19,100
2024-09-10 02:00:00,7.38,100
2024-09-10 02:15:00,6.84,100
2024-09-10 02:30:00,7.21,100
2024-09-10 02:45:00,4.72,100
2024-09-10 03:00:00,5.16,100
2024-09-10 03:15:00,4.58,100
2024-09-10 03:30:00,3.95,100
2024-09-10 03:45:00,4.04,100
2024-09-10 04:00:00,3.87,100
2024-09-10 04:15:00,3.72,100
2024-09-10 04:30:00,4.1,100
2024-09-10 04:45:00,3.3,100
2024-09-10 05:00:00,3.3,100
2024-09-10 05:15:00,3.41,100
2024-09-10 05:30:00,2.98,100
2024-09-10 05:45:00,4.03,100
2024-09-10 06:00:00,3.13,100
2024-09-10 06:15:00,3.02,100
2024-09-10 06:30:00,3.35,100
2024-09-10 06:45:00,3.49,100
2024-09-10 07:00:00,4.69,100
2024-09-10 07:15:00,4.74,100
2024-09-10 07:30:00,5.25,100
2024-09-10 07:45:00,5.44,100
2024-09-10 08:00:00,6.22,100
2024-09-10 08:15:00,5.16,100
2024-09-10 08:30:00,6.84,100
2024-09-10 08:45:00,6.79,100
2024-09-10 09:00:00,7.12,100
2024-09-10 09:15:00,8.17,100
2024-09-10 09:30:00,8.7,100
2024-09-10 09:45:00,7.66,100
2024-09-10 10:00:00,7.39,100
2024-09-10 10:15:00,7.45,100
2024-09-10 10:30:00,8.29,100
2024-09-10 10:45:00,8.38,100
2024-09-10 11:00:00,8.85,100
2024-09-10 11:15:00,8.04,100
2024-09-10 11:30:00,8.09,100
2024-09-10 11:45:00,8.25,100
2024-09-10 12:00:00,9.05,100
2024-09-10 12:15:00,8.23,100
2024-09-10 12:30:00,8.29,100
2024-09-10 12:45:00,8.95,100
2024-09-10 13:00:00,9.86,100
2024-09-10 13:15:00,10.41,100
2024-09-10 13:30:00,12.96,100
2024-09-10 13:45:00,10.1,100
2024-09-10 14:00:00,10.66,100
2024-09-10 14:15:00,10.7,100
2024-09-10 14:30:00,12.41,100
2024-09-10 14:45:00,11.9,100
2024-09-10 15:00:00,10.56,100
2024-09-10 15:15:00,11.14,100
2024-09-10 15:30:00,10.42,100
2024-09-10 15:45:00,11.32,100
2024-09-10 16:00:00,11.82,100
2024-09-10 16:15:00,11.88,100
2024-09-10 16:30:00,11.74,100
2024-09-10 16:45:00,11.73,100
2024-09-10 17:00:00,10.04,100
2024-09-10 17:15:00,10.59,100
2024-09-10 17:30:00,9.63,100
2024-09-10 17:45:00,10.05,100
2024-09-10 18:00:00,10.04,100
2024-09-10 18:15:00,10.29,100
2024-09-10 18:30:00,9.96,100
2024-09-10 18:45:00,10.35,100
2024-09-10 19:00:00,11.43,100
2024-09-10 19:15:00,10.57,100
2024-09-10 19:30:00,11.94,100
2024-09-10 19:45:00,11.4,100
2024-09-10 20:00:00,12.44,100
2024-09-10 20:15:00,13.36,100
2024-09-10 20:30:00,13.83,100
2024-09-10 20:45:00,14.99,100
2024-09-10 21:00:00,17.17,100
2024-09-10 21:15:00,17.87,100
2024-09-10 21:30:00,18.26,100
2024-09-10 21:45:00,17.51,100
2024-09-10 22:00:00,18.18,100
2024-09-10 22:15:00,18.44,100
2024-09-10 22:30:00,19.57,100
2024-09-10 22:45:00,19.2,100
2024-09-10 23:00:00,18.13,100
2024-09-10 23:15:00,17.03,100
2024-09-10 23:30:00,15.69,100
2024-09-10 23:45:00,14.45,100
2024-09-11 00:00:00,14.41,100
2024-09-11 00:15:00,13.4,100
2024-09-11 00:30:00,11.82,100
2024-09-11 00:45:00,10.3,100
2024-09-11 01:00:00,9.15,100
2024-09-11 01:15:00,8.97,100
2024-09-11 01:30:00,7.82,100
2024-09-11 01:45:00,7.45,100
2024-09-11 02:00:00,6.12,100
2024-09-11 02:15:00,6.49,100
2024-09-11 02:30:00,5.92,100
2024-09-11 02:45:00,5.58,100
2024-09-11 03:00:00,4.84,100
2024-09-11 03:15:00,4.79,100
2024-09-11 03:30:00,4.47,100
2024-09-11 03:45:00,3.94,100
2024-09-11 04:00:00,5.28,100
2024-09-11 04:15:00,5,100
2024-09-11 04:30:00,3.79,100
2024-09-11 04:45:00,3.54,100
2024-09-11 05:00:00,3.98,100
2024-09-11 05:15:00,4.02,100
2024-09-11 05:30:00,3.01,100
2024-09-11 05:45:00,3.01,100
2024-09-11 06:00:00,3.39,100
2024-09-11 06:15:00,4.39,100
2024-09-11 06:30:00,3.77,100
2024-09-11 06:45:00,4.19,100
2024-09-11 07:00:00,4.28,100
2024-09-11 07:15:00,4.78,100
2024-09-11 07:30:00,5.89,100
2024-09-11 07:45:00,6.31,100
2024-09-11 08:00:00,6.04,100
2024-09-11 08:15:00,6.7,100
2024-09-11 08:30:00,13.32,100
2024-09-11 08:45:00,8.92,100
2024-09-11 09:00:00,7.26,100
2024-09-11 09:15:00,8.15,100
2024-09-11 09:30:00,7.4,100
2024-09-11 09:45:00,7.63,100
2024-09-11 10:00:00,7.9,100
2024-09-11 10:15:00,8.56,100
2024-09-11 10:30:00,7.45,100
2024-09-11 10:45:00,7.86,100
2024-09-11 11:00:00,7.91,100
2024-09-11 11:15:00,8.15,100
2024-09-11 11:30:00,9.5,100
2024-09-11 11:45:00,8.22,100
2024-09-11 12:00:00,9.28,100
2024-09-11 12:15:00,9.43,100
2024-09-11 12:30:00,9.36,100
2024-09-11 12:45:00,9.21,100
2024-09-11 13:00:00,9.81,100
2024-09-11 13:15:00,10.32,100
2024-09-11 13:30:00,9.97,100
2024-09-11 13:45:00,10.94,100
2024-09-11 14:00:00,12.1,100
2024-09-11 14:15:00,12.13,100
2024-09-11 14:30:00,11.38,100
2024-09-11 14:45:00,10.8,100
2024-09-11 15:00:00,11.06,100
2024-09-11 15:15:00,11.11,100
2024-09-11 15:30:00,11.16,100
2024-09-11 15:45:00,11.42,100
2024-09-11 16:00:00,12.07,100
2024-09-11 16:15:00,10.04,100
2024-09-11 16:30:00,9.32,100
2024-09-11 16:45:00,10.51,100
2024-09-11 17:00:00,11.4,100
2024-09-11 17:15:00,10.38,100
2024-09-11 17:30:00,12.51,100
2024-09-11 17:45:00,10.79,100
2024-09-11 18:00:00,10.85,100
2024-09-11 18:15:00,12.4,100
2024-09-11 18:30:00,12.16,100
2024-09-11 18:45:00,11.33,100
2024-09-11 19:00:00,13.13,100
2024-09-11 19:15:00,14.61,100
2024-09-11 19:30:00,13.51,100
2024-09-11 19:45:00,12.88,100
2024-09-11 20:00:00,13.21,100
2024-09-11 20:15:00,13.75,100
2024-09-11 20:30:00,14.38,100
2024-09-11 20:45:00,15.24,100
2024-09-11 21:00:00,16.3,100
2024-09-11 21:15:00,16.62,100
2024-09-11 21:30:00,16.7,100
2024-09-11 21:45:00,18.03,100
2024-09-11 22:00:00,18.3,100
2024-09-11 22:15:00,18.67,100
2024-09-11 22:30:00,18.82,100
2024-09-11 22:45:00,18.06,100
2024-09-11 23:00:00,17.54,100
2024-09-11 23:15:00,15.82,100
2024-09-11 23:30:00,15.43,100
2024-09-11 23:45:00,14.22,100
2024-09-12 00:00:00,13.77,100
2024-09-12 00:15:00,12.94,100
2024-09-12 00:30:00,13.09,100
2024-09-12 00:45:00,9.49,100
2024-09-12 01:00:00,10.14,100
2024-09-12 01:15:00,9.2,100
2024-09-12 01:30:00,9.32,100
2024-09-12 01:45:00,7.2,100
2024-09-12 02:00:00,5.62,100
2024-09-12 02:15:00,5.78,100
2024-09-12 02:30:00,5.23,100
2024-09-12 02:45:00,4.74,100
2024-09-12 03:00:00,4.24,100
2024-09-12 03:15:00,4.5,100
2024-09-12 03:30:00,3.8,100
2024-09-12 03:45:00,4.2,100
2024-09-12 04:00:00,3.65,100
2024-09-12 04:15:00,3.67,100
2024-09-12 04:30:00,3.3,100
2024-09-12 04:45:00,4.21,100
2024-09-12 05:00:00,3.9,100
2024-09-12 05:15:00,4.07,100
2024-09-12 05:30:00,3.72,100
2024-09-12 05:45:00,3.57,100
2024-09-12 06:00:00,4.59,100
2024-09-12 06:15:00,4.81,100
2024-09-12 06:30:00,4.27,100
2024-09-12 06:45:00,5.13,100
2024-09-12 07:00:00,4.81,100
2024-09-12 07:15:00,5.54,100
2024-09-12 07:30:00,5.57,100
2024-09-12 07:45:00,5.75,100
2024-09-12 08:00:00,8.8,100
2024-09-12 08:15:00,7.95,100
2024-09-12 08:30:00,7.47,100
2024-09-12 08:45:00,8.48,100
2024-09-12 09:00:00,7.31,100
2024-09-12 09:15:00,8.29,100
2024-09-12 09:30:00,7.7,100
2024-09-12 09:45:00,8.69,100
2024-09-12 10:00:00,8.29,100
2024-09-12 10:15:00,6.95,100
2024-09-12 10:30:00,8.51,100
2024-09-12 10:45:00,7.86,100
2024-09-12 11:00:00,8.34,100
2024-09-12 11:15:00,10.77,100
2024-09-12 11:30:00,8.45,100
2024-09-12 11:45:00,8.6,100
2024-09-12 12:00:00,10,100
2024-09-12 12:15:00,9.43,100
2024-09-12 12:30:00,8.26,100
2024-09-12 12:45:00,8.59,100
2024-09-12 13:00:00,10.13,100
2024-09-12 13:15:00,8.72,100
2024-09-12 13:30:00,9.46,100
2024-09-12 13:45:00,10.46,100
2024-09-12 14:00:00,10.58,100
2024-09-12 14:15:00,10.56,100
2024-09-12 14:30:00,11.5,100
2024-09-12 14:45:00,11.45,100
2024-09-12 15:00:00,11.01,100
2024-09-12 15:15:00,11.27,100
2024-09-12 15:30:00,11.96,100
2024-09-12 15:45:00,11.94,100
2024-09-12 16:00:00,11.48,100
2024-09-12 16:15:00,10.43,100
2024-09-12 16:30:00,10.31,100
2024-09-12 16:45:00,11.53,100
2024-09-12 17:00:00,10.79,100
2024-09-12 17:15:00,11.36,100
2024-09-12 17:30:00,11.28,100
2024-09-12 17:45:00,10.01,100
2024-09-12 18:00:00,10.92,100
2024-09-12 18:15:00,9.93,100
2024-09-12 18:30:00,12.84,100
2024-09-12 18:45:00,13.18,100
2024-09-12 19:00:00,12.68,100
2024-09-12 19:15:00,12.54,100
2024-09-12 19:30:00,13.12,100
2024-09-12 19:45:00,13.21,100
2024-09-12 20:00:00,13.67,100
2024-09-12 20:15:00,12.08,100
2024-09-12 20:30:00,15.21,100
2024-09-12 20:45:00,15.23,100
2024-09-12 21:00:00,15.77,100
2024-09-12 21:15:00,18.73,100
2024-09-12 21:30:00,17.72,100
2024-09-12 21:45:00,17.41,100
2024-09-12 22:00:00,17.97,100
2024-09-12 22:15:00,18.16,100
2024-09-12 22:30:00,18.01,100
2024-09-12 22:45:00,16.06,100
2024-09-12 23:00:00,17.81,100
2024-09-12 23:15:00,16.28,100
2024-09-12 23:30:00,15.74,100
2024-09-12 23:45:00,14.38,100
2024-09-13 00:00:00,13.3,100
2024-09-13 00:15:00,12.6,100
2024-09-13 00:30:00,12.08,100
2024-09-13 00:45:00,9.99,100
2024-09-13 01:00:00,9.56,100
2024-09-13 01:15:00,8.87,100
2024-09-13 01:30:00,6.97,100
2024-09-13 01:45:00,6.68,100
2024-09-13 02:00:00,6.07,100
2024-09-13 02:15:00,5.67,100
2024-09-13 02:30:00,5.52,100
2024-09-13 02:45:00,4.62,100
2024-09-13 03:00:00,4.94,100
2024-09-13 03:15:00,4.4,100
2024-09-13 03:30:00,3.93,100
2024-09-13 03:45:00,3.78,100
2024-09-13 04:00:00,3.93,100
2024-09-13 04:15:00,3.33,100
